Series_reference,Period,Data_value,Suppressed,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3
18,2017.06,73075.8709314224,0,1,6,0,0,2,15,1
21,2013.03,73075.8709314224,0,1,6,0,0,2,11,2
17,2017.06,73075.8709314224,0,1,6,0,0,2,32,2
53,2018.06,73075.8709314224,0,1,6,0,1,2,29,2
3,2016.03,73075.8709314224,0,1,6,0,0,2,19,2
16,2012.06,73075.8709314224,0,1,6,0,0,2,32,1
8,2016.12,73075.8709314224,0,1,6,0,0,2,8,1
48,2020.09,73075.8709314224,0,1,6,0,1,2,12,1
55,2020.12,73075.8709314224,0,1,6,0,1,2,16,2
28,2015.09,73075.8709314224,0,1,6,0,0,2,25,1
40,2011.09,73075.8709314224,0,1,6,0,1,2,21,1
65,2016.06,73075.8709314224,0,1,6,0,1,2,35,2
18,2013.06,73075.8709314224,0,1,6,0,0,2,15,1
26,2017.09,73075.8709314224,0,1,6,0,0,2,1,1
51,2014.09,73075.8709314224,0,1,6,0,1,2,13,2
70,2013.12,73075.8709314224,0,1,6,0,1,2,28,1
48,2013.06,73075.8709314224,0,1,6,0,1,2,12,1
67,2011.09,73075.8709314224,0,1,6,0,1,2,7,2
61,2019.12,73075.8709314224,0,1,6,0,1,2,20,2
28,2016.06,73075.8709314224,0,1,6,0,0,2,25,1
11,2020.06,73075.8709314224,0,1,6,0,0,2,36,2
31,2014.12,73075.8709314224,0,1,6,0,0,2,9,2
45,2012.09,73075.8709314224,0,1,6,0,1,2,33,2
72,2012.09,73075.8709314224,0,0,0,0,2,0,3,0
58,2013.03,73075.8709314224,0,1,6,0,1,2,30,1
28,2014.06,73075.8709314224,0,1,6,0,0,2,25,1
71,2020.12,73075.8709314224,0,1,6,0,1,2,28,2
8,2017.12,73075.8709314224,0,1,6,0,0,2,8,1
48,2011.09,73075.8709314224,0,1,6,0,1,2,12,1
44,2014.06,73075.8709314224,0,1,6,0,1,2,33,1
61,2012.06,73075.8709314224,0,1,6,0,1,2,20,2
42,2014.12,73075.8709314224,0,1,6,0,1,2,5,1
67,2020.03,73075.8709314224,0,1,6,0,1,2,7,2
61,2014.03,73075.8709314224,0,1,6,0,1,2,20,2
20,2020.06,73075.8709314224,0,1,6,0,0,2,11,1
27,2014.12,73075.8709314224,0,1,6,0,0,2,1,2
7,2011.09,73075.8709314224,0,1,6,0,0,2,10,2
54,2015.09,73075.8709314224,0,1,6,0,1,2,16,1
22,2013.03,73075.8709314224,0,1,6,0,0,2,26,1
2,2017.03,73075.8709314224,0,1,6,0,0,2,19,1
38,2016.03,73075.8709314224,0,1,6,0,0,2,31,1
52,2011.09,73075.8709314224,0,1,6,0,1,2,29,1
51,2012.12,73075.8709314224,0,1,6,0,1,2,13,2
2,2018.09,73075.8709314224,0,1,6,0,0,2,19,1
43,2011.06,73075.8709314224,0,1,6,0,1,2,5,2
74,2015.09,73075.8709314224,0,0,0,0,2,1,3,0
49,2011.12,73075.8709314224,0,1,6,0,1,2,12,2
45,2013.03,73075.8709314224,0,1,6,0,1,2,33,2
40,2017.06,73075.8709314224,0,1,6,0,1,2,21,1
45,2014.12,73075.8709314224,0,1,6,0,1,2,33,2
54,2017.03,73075.8709314224,0,1,6,0,1,2,16,1
56,2018.09,73075.8709314224,0,1,6,0,1,2,34,1
71,2012.06,73075.8709314224,0,1,6,0,1,2,28,2
71,2016.03,73075.8709314224,0,1,6,0,1,2,28,2
18,2013.12,73075.8709314224,0,1,6,0,0,2,15,1
1,2019.09,73075.8709314224,0,1,6,0,0,2,2,2
55,2015.12,73075.8709314224,0,1,6,0,1,2,16,2
62,2013.03,73075.8709314224,0,1,6,0,1,2,18,1
70,2011.12,73075.8709314224,0,1,6,0,1,2,28,1
12,2014.09,73075.8709314224,0,1,6,0,0,2,27,1
53,2019.03,73075.8709314224,0,1,6,0,1,2,29,2
47,2011.12,73075.8709314224,0,1,6,0,1,2,6,2
38,2019.06,73075.8709314224,0,1,6,0,0,2,31,1
71,2019.09,73075.8709314224,0,1,6,0,1,2,28,2
38,2013.06,73075.8709314224,0,1,6,0,0,2,31,1
30,2011.09,73075.8709314224,0,1,6,0,0,2,9,1
59,2016.09,73075.8709314224,0,1,6,0,1,2,30,2
56,2014.06,73075.8709314224,0,1,6,0,1,2,34,1
53,2018.09,73075.8709314224,0,1,6,0,1,2,29,2
58,2012.12,73075.8709314224,0,1,6,0,1,2,30,1
10,2015.03,73075.8709314224,0,1,6,0,0,2,36,1
19,2015.06,73075.8709314224,0,1,6,0,0,2,15,2
45,2013.06,73075.8709314224,0,1,6,0,1,2,33,2
53,2011.12,73075.8709314224,0,1,6,0,1,2,29,2
43,2014.12,73075.8709314224,0,1,6,0,1,2,5,2
2,2016.03,73075.8709314224,0,1,6,0,0,2,19,1
34,2013.03,73075.8709314224,0,1,6,0,0,2,4,1
57,2020.12,73075.8709314224,0,1,6,0,1,2,34,2
19,2011.12,73075.8709314224,0,1,6,0,0,2,15,2
20,2017.12,73075.8709314224,0,1,6,0,0,2,11,1
67,2014.09,73075.8709314224,0,1,6,0,1,2,7,2
47,2018.09,73075.8709314224,0,1,6,0,1,2,6,2
63,2018.12,73075.8709314224,0,1,6,0,1,2,18,2
39,2014.12,73075.8709314224,0,1,6,0,0,2,31,2
47,2015.09,73075.8709314224,0,1,6,0,1,2,6,2
46,2015.09,73075.8709314224,0,1,6,0,1,2,6,1
3,2019.03,73075.8709314224,0,1,6,0,0,2,19,2
40,2019.06,73075.8709314224,0,1,6,0,1,2,21,1
71,2013.09,73075.8709314224,0,1,6,0,1,2,28,2
49,2015.12,73075.8709314224,0,1,6,0,1,2,12,2
59,2013.03,73075.8709314224,0,1,6,0,1,2,30,2
17,2018.09,73075.8709314224,0,1,6,0,0,2,32,2
20,2020.12,73075.8709314224,0,1,6,0,0,2,11,1
35,2016.09,73075.8709314224,0,1,6,0,0,2,4,2
55,2013.12,73075.8709314224,0,1,6,0,1,2,16,2
47,2018.06,73075.8709314224,0,1,6,0,1,2,6,2
64,2019.09,73075.8709314224,0,1,6,0,1,2,35,1
17,2020.12,73075.8709314224,0,1,6,0,0,2,32,2
43,2014.09,73075.8709314224,0,1,6,0,1,2,5,2
64,2016.03,73075.8709314224,0,1,6,0,1,2,35,1
23,2017.06,73075.8709314224,0,1,6,0,0,2,26,2
36,2016.06,73075.8709314224,0,1,6,0,0,2,23,1
23,2013.06,73075.8709314224,0,1,6,0,0,2,26,2
11,2017.09,73075.8709314224,0,1,6,0,0,2,36,2
49,2012.09,73075.8709314224,0,1,6,0,1,2,12,2
55,2019.09,73075.8709314224,0,1,6,0,1,2,16,2
40,2018.12,73075.8709314224,0,1,6,0,1,2,21,1
4,2014.03,73075.8709314224,0,1,6,0,0,2,17,1
18,2018.06,73075.8709314224,0,1,6,0,0,2,15,1
52,2015.03,73075.8709314224,0,1,6,0,1,2,29,1
33,2017.03,73075.8709314224,0,1,6,0,0,2,14,2
0,2017.12,73075.8709314224,0,1,6,0,0,2,2,1
44,2017.09,73075.8709314224,0,1,6,0,1,2,33,1
50,2015.06,73075.8709314224,0,1,6,0,1,2,13,1
64,2014.12,73075.8709314224,0,1,6,0,1,2,35,1
25,2016.12,73075.8709314224,0,1,6,0,0,2,24,2
30,2012.12,73075.8709314224,0,1,6,0,0,2,9,1
26,2017.12,73075.8709314224,0,1,6,0,0,2,1,1
0,2019.09,73075.8709314224,0,1,6,0,0,2,2,1
41,2018.03,73075.8709314224,0,1,6,0,1,2,21,2
57,2015.09,73075.8709314224,0,1,6,0,1,2,34,2
35,2014.12,73075.8709314224,0,1,6,0,0,2,4,2
1,2011.12,73075.8709314224,0,1,6,0,0,2,2,2
41,2014.03,73075.8709314224,0,1,6,0,1,2,21,2
59,2014.03,73075.8709314224,0,1,6,0,1,2,30,2
63,2014.06,73075.8709314224,0,1,6,0,1,2,18,2
45,2016.12,73075.8709314224,0,1,6,0,1,2,33,2
58,2016.03,73075.8709314224,0,1,6,0,1,2,30,1
15,2017.06,73075.8709314224,0,1,6,0,0,2,0,2
29,2011.09,73075.8709314224,0,1,6,0,0,2,25,2
0,2018.06,73075.8709314224,0,1,6,0,0,2,2,1
11,2014.06,73075.8709314224,0,1,6,0,0,2,36,2
44,2020.06,73075.8709314224,0,1,6,0,1,2,33,1
52,2015.09,73075.8709314224,0,1,6,0,1,2,29,1
12,2017.09,73075.8709314224,0,1,6,0,0,2,27,1
32,2013.12,73075.8709314224,0,1,6,0,0,2,14,1
33,2014.12,73075.8709314224,0,1,6,0,0,2,14,2
68,2018.09,73075.8709314224,0,1,6,0,1,2,22,1
35,2015.09,73075.8709314224,0,1,6,0,0,2,4,2
33,2015.09,73075.8709314224,0,1,6,0,0,2,14,2
6,2011.12,73075.8709314224,0,1,6,0,0,2,10,1
14,2012.09,73075.8709314224,0,1,6,0,0,2,0,1
13,2014.09,73075.8709314224,0,1,6,0,0,2,27,2
53,2018.12,73075.8709314224,0,1,6,0,1,2,29,2
31,2017.03,73075.8709314224,0,1,6,0,0,2,9,2
29,2013.03,73075.8709314224,0,1,6,0,0,2,25,2
18,2015.12,73075.8709314224,0,1,6,0,0,2,15,1
18,2019.09,73075.8709314224,0,1,6,0,0,2,15,1
64,2015.06,73075.8709314224,0,1,6,0,1,2,35,1
1,2016.03,73075.8709314224,0,1,6,0,0,2,2,2
16,2013.03,73075.8709314224,0,1,6,0,0,2,32,1
30,2014.03,73075.8709314224,0,1,6,0,0,2,9,1
53,2015.06,73075.8709314224,0,1,6,0,1,2,29,2
15,2013.03,73075.8709314224,0,1,6,0,0,2,0,2
33,2015.06,73075.8709314224,0,1,6,0,0,2,14,2
35,2016.12,73075.8709314224,0,1,6,0,0,2,4,2
63,2016.09,73075.8709314224,0,1,6,0,1,2,18,2
63,2019.12,73075.8709314224,0,1,6,0,1,2,18,2
67,2019.09,73075.8709314224,0,1,6,0,1,2,7,2
24,2012.03,73075.8709314224,0,1,6,0,0,2,24,1
67,2019.03,73075.8709314224,0,1,6,0,1,2,7,2
32,2011.09,73075.8709314224,0,1,6,0,0,2,14,1
23,2013.03,73075.8709314224,0,1,6,0,0,2,26,2
32,2019.03,73075.8709314224,0,1,6,0,0,2,14,1
58,2014.06,73075.8709314224,0,1,6,0,1,2,30,1
69,2020.03,73075.8709314224,0,1,6,0,1,2,22,2
68,2014.09,73075.8709314224,0,1,6,0,1,2,22,1
57,2020.06,73075.8709314224,0,1,6,0,1,2,34,2
47,2012.12,73075.8709314224,0,1,6,0,1,2,6,2
29,2014.03,73075.8709314224,0,1,6,0,0,2,25,2
71,2014.09,73075.8709314224,0,1,6,0,1,2,28,2
18,2012.06,73075.8709314224,0,1,6,0,0,2,15,1
64,2012.12,73075.8709314224,0,1,6,0,1,2,35,1
26,2013.06,73075.8709314224,0,1,6,0,0,2,1,1
19,2012.06,73075.8709314224,0,1,6,0,0,2,15,2
39,2017.09,73075.8709314224,0,1,6,0,0,2,31,2
57,2012.12,73075.8709314224,0,1,6,0,1,2,34,2
67,2011.12,73075.8709314224,0,1,6,0,1,2,7,2
13,2012.12,73075.8709314224,0,1,6,0,0,2,27,2
2,2012.03,73075.8709314224,0,1,6,0,0,2,19,1
66,2019.09,73075.8709314224,0,1,6,0,1,2,7,1
33,2016.09,73075.8709314224,0,1,6,0,0,2,14,2
60,2017.06,73075.8709314224,0,1,6,0,1,2,20,1
23,2015.09,73075.8709314224,0,1,6,0,0,2,26,2
36,2011.06,73075.8709314224,0,1,6,0,0,2,23,1
42,2013.09,73075.8709314224,0,1,6,0,1,2,5,1
67,2012.06,73075.8709314224,0,1,6,0,1,2,7,2
28,2015.06,73075.8709314224,0,1,6,0,0,2,25,1
3,2019.09,73075.8709314224,0,1,6,0,0,2,19,2
19,2019.09,73075.8709314224,0,1,6,0,0,2,15,2
8,2015.09,73075.8709314224,0,1,6,0,0,2,8,1
0,2012.12,73075.8709314224,0,1,6,0,0,2,2,1
24,2013.03,73075.8709314224,0,1,6,0,0,2,24,1
21,2012.03,73075.8709314224,0,1,6,0,0,2,11,2
18,2019.06,73075.8709314224,0,1,6,0,0,2,15,1
23,2014.06,73075.8709314224,0,1,6,0,0,2,26,2
12,2011.06,73075.8709314224,0,1,6,0,0,2,27,1
4,2017.09,73075.8709314224,0,1,6,0,0,2,17,1
4,2013.06,73075.8709314224,0,1,6,0,0,2,17,1
48,2019.09,73075.8709314224,0,1,6,0,1,2,12,1
11,2016.12,73075.8709314224,0,1,6,0,0,2,36,2
12,2016.12,73075.8709314224,0,1,6,0,0,2,27,1
46,2014.03,73075.8709314224,0,1,6,0,1,2,6,1
29,2014.06,73075.8709314224,0,1,6,0,0,2,25,2
33,2017.06,73075.8709314224,0,1,6,0,0,2,14,2
54,2015.03,73075.8709314224,0,1,6,0,1,2,16,1
28,2016.03,73075.8709314224,0,1,6,0,0,2,25,1
69,2015.03,73075.8709314224,0,1,6,0,1,2,22,2
36,2020.09,73075.8709314224,0,1,6,0,0,2,23,1
64,2011.12,73075.8709314224,0,1,6,0,1,2,35,1
49,2013.03,73075.8709314224,0,1,6,0,1,2,12,2
41,2018.06,73075.8709314224,0,1,6,0,1,2,21,2
41,2019.09,73075.8709314224,0,1,6,0,1,2,21,2
27,2016.09,73075.8709314224,0,1,6,0,0,2,1,2
48,2020.12,73075.8709314224,0,1,6,0,1,2,12,1
50,2012.06,73075.8709314224,0,1,6,0,1,2,13,1
59,2015.03,73075.8709314224,0,1,6,0,1,2,30,2
62,2011.09,73075.8709314224,0,1,6,0,1,2,18,1
55,2019.03,73075.8709314224,0,1,6,0,1,2,16,2
8,2015.03,73075.8709314224,0,1,6,0,0,2,8,1
11,2014.09,73075.8709314224,0,1,6,0,0,2,36,2
54,2012.06,73075.8709314224,0,1,6,0,1,2,16,1
61,2018.03,73075.8709314224,0,1,6,0,1,2,20,2
21,2014.09,73075.8709314224,0,1,6,0,0,2,11,2
57,2017.03,73075.8709314224,0,1,6,0,1,2,34,2
58,2016.06,73075.8709314224,0,1,6,0,1,2,30,1
36,2013.12,73075.8709314224,0,1,6,0,0,2,23,1
30,2019.03,73075.8709314224,0,1,6,0,0,2,9,1
38,2015.09,73075.8709314224,0,1,6,0,0,2,31,1
58,2011.06,73075.8709314224,0,1,6,0,1,2,30,1
2,2013.06,73075.8709314224,0,1,6,0,0,2,19,1
35,2020.12,73075.8709314224,0,1,6,0,0,2,4,2
71,2012.03,73075.8709314224,0,1,6,0,1,2,28,2
37,2020.12,73075.8709314224,0,1,6,0,0,2,23,2
19,2020.06,73075.8709314224,0,1,6,0,0,2,15,2
67,2015.09,73075.8709314224,0,1,6,0,1,2,7,2
42,2018.06,73075.8709314224,0,1,6,0,1,2,5,1
1,2015.03,73075.8709314224,0,1,6,0,0,2,2,2
57,2014.03,73075.8709314224,0,1,6,0,1,2,34,2
33,2011.06,73075.8709314224,0,1,6,0,0,2,14,2
42,2018.09,73075.8709314224,0,1,6,0,1,2,5,1
67,2013.06,73075.8709314224,0,1,6,0,1,2,7,2
52,2013.09,73075.8709314224,0,1,6,0,1,2,29,1
43,2017.06,73075.8709314224,0,1,6,0,1,2,5,2
31,2020.06,73075.8709314224,0,1,6,0,0,2,9,2
2,2020.03,73075.8709314224,0,1,6,0,0,2,19,1
68,2013.12,73075.8709314224,0,1,6,0,1,2,22,1
25,2014.06,73075.8709314224,0,1,6,0,0,2,24,2
12,2019.09,73075.8709314224,0,1,6,0,0,2,27,1
52,2012.12,73075.8709314224,0,1,6,0,1,2,29,1
25,2019.12,73075.8709314224,0,1,6,0,0,2,24,2
30,2018.06,73075.8709314224,0,1,6,0,0,2,9,1
35,2018.09,73075.8709314224,0,1,6,0,0,2,4,2
15,2012.06,73075.8709314224,0,1,6,0,0,2,0,2
19,2018.03,73075.8709314224,0,1,6,0,0,2,15,2
0,2015.09,73075.8709314224,0,1,6,0,0,2,2,1
26,2018.06,73075.8709314224,0,1,6,0,0,2,1,1
37,2012.06,73075.8709314224,0,1,6,0,0,2,23,2
59,2019.03,73075.8709314224,0,1,6,0,1,2,30,2
7,2014.06,73075.8709314224,0,1,6,0,0,2,10,2
64,2012.03,73075.8709314224,0,1,6,0,1,2,35,1
10,2020.12,73075.8709314224,0,1,6,0,0,2,36,1
34,2011.12,73075.8709314224,0,1,6,0,0,2,4,1
45,2011.09,73075.8709314224,0,1,6,0,1,2,33,2
17,2012.12,73075.8709314224,0,1,6,0,0,2,32,2
0,2019.03,73075.8709314224,0,1,6,0,0,2,2,1
34,2015.03,73075.8709314224,0,1,6,0,0,2,4,1
18,2016.06,73075.8709314224,0,1,6,0,0,2,15,1
24,2015.03,73075.8709314224,0,1,6,0,0,2,24,1
55,2016.12,73075.8709314224,0,1,6,0,1,2,16,2
5,2016.03,73075.8709314224,0,1,6,0,0,2,17,2
25,2014.12,73075.8709314224,0,1,6,0,0,2,24,2
29,2019.09,73075.8709314224,0,1,6,0,0,2,25,2
8,2014.12,73075.8709314224,0,1,6,0,0,2,8,1
14,2014.12,73075.8709314224,0,1,6,0,0,2,0,1
35,2015.12,73075.8709314224,0,1,6,0,0,2,4,2
44,2013.06,73075.8709314224,0,1,6,0,1,2,33,1
27,2019.09,73075.8709314224,0,1,6,0,0,2,1,2
56,2016.06,73075.8709314224,0,1,6,0,1,2,34,1
8,2018.09,73075.8709314224,0,1,6,0,0,2,8,1
42,2015.03,73075.8709314224,0,1,6,0,1,2,5,1
3,2018.12,73075.8709314224,0,1,6,0,0,2,19,2
56,2018.06,73075.8709314224,0,1,6,0,1,2,34,1
58,2016.09,73075.8709314224,0,1,6,0,1,2,30,1
28,2015.03,73075.8709314224,0,1,6,0,0,2,25,1
21,2018.09,73075.8709314224,0,1,6,0,0,2,11,2
24,2018.12,73075.8709314224,0,1,6,0,0,2,24,1
27,2016.03,73075.8709314224,0,1,6,0,0,2,1,2
59,2019.06,73075.8709314224,0,1,6,0,1,2,30,2
3,2020.12,73075.8709314224,0,1,6,0,0,2,19,2
17,2011.12,73075.8709314224,0,1,6,0,0,2,32,2
16,2020.09,73075.8709314224,0,1,6,0,0,2,32,1
25,2018.03,73075.8709314224,0,1,6,0,0,2,24,2
58,2020.03,73075.8709314224,0,1,6,0,1,2,30,1
61,2012.09,73075.8709314224,0,1,6,0,1,2,20,2
4,2016.06,73075.8709314224,0,1,6,0,0,2,17,1
64,2015.09,73075.8709314224,0,1,6,0,1,2,35,1
39,2012.03,73075.8709314224,0,1,6,0,0,2,31,2
68,2016.09,73075.8709314224,0,1,6,0,1,2,22,1
30,2019.09,73075.8709314224,0,1,6,0,0,2,9,1
0,2017.06,73075.8709314224,0,1,6,0,0,2,2,1
68,2014.12,73075.8709314224,0,1,6,0,1,2,22,1
65,2013.09,73075.8709314224,0,1,6,0,1,2,35,2
50,2016.09,73075.8709314224,0,1,6,0,1,2,13,1
55,2018.06,73075.8709314224,0,1,6,0,1,2,16,2
22,2015.09,73075.8709314224,0,1,6,0,0,2,26,1
65,2015.09,73075.8709314224,0,1,6,0,1,2,35,2
24,2011.12,73075.8709314224,0,1,6,0,0,2,24,1
65,2016.03,73075.8709314224,0,1,6,0,1,2,35,2
39,2019.03,73075.8709314224,0,1,6,0,0,2,31,2
8,2019.12,73075.8709314224,0,1,6,0,0,2,8,1
60,2020.06,73075.8709314224,0,1,6,0,1,2,20,1
74,2012.03,73075.8709314224,0,0,0,0,2,1,3,0
47,2016.09,73075.8709314224,0,1,6,0,1,2,6,2
9,2019.12,73075.8709314224,0,1,6,0,0,2,8,2
52,2015.12,73075.8709314224,0,1,6,0,1,2,29,1
60,2020.09,73075.8709314224,0,1,6,0,1,2,20,1
53,2013.12,73075.8709314224,0,1,6,0,1,2,29,2
6,2013.09,73075.8709314224,0,1,6,0,0,2,10,1
49,2014.09,73075.8709314224,0,1,6,0,1,2,12,2
24,2011.06,73075.8709314224,0,1,6,0,0,2,24,1
43,2014.06,73075.8709314224,0,1,6,0,1,2,5,2
62,2017.12,73075.8709314224,0,1,6,0,1,2,18,1
8,2011.06,73075.8709314224,0,1,6,0,0,2,8,1
37,2015.06,73075.8709314224,0,1,6,0,0,2,23,2
71,2011.12,73075.8709314224,0,1,6,0,1,2,28,2
55,2017.03,73075.8709314224,0,1,6,0,1,2,16,2
34,2012.12,73075.8709314224,0,1,6,0,0,2,4,1
24,2019.06,73075.8709314224,0,1,6,0,0,2,24,1
37,2014.03,73075.8709314224,0,1,6,0,0,2,23,2
16,2020.06,73075.8709314224,0,1,6,0,0,2,32,1
23,2020.12,73075.8709314224,0,1,6,0,0,2,26,2
9,2016.03,73075.8709314224,0,1,6,0,0,2,8,2
14,2016.06,73075.8709314224,0,1,6,0,0,2,0,1
26,2013.12,73075.8709314224,0,1,6,0,0,2,1,1
21,2012.09,73075.8709314224,0,1,6,0,0,2,11,2
25,2013.03,73075.8709314224,0,1,6,0,0,2,24,2
58,2020.06,73075.8709314224,0,1,6,0,1,2,30,1
48,2017.09,73075.8709314224,0,1,6,0,1,2,12,1
42,2013.03,73075.8709314224,0,1,6,0,1,2,5,1
62,2018.06,73075.8709314224,0,1,6,0,1,2,18,1
54,2015.12,73075.8709314224,0,1,6,0,1,2,16,1
50,2020.09,73075.8709314224,0,1,6,0,1,2,13,1
20,2019.09,73075.8709314224,0,1,6,0,0,2,11,1
45,2020.09,73075.8709314224,0,1,6,0,1,2,33,2
36,2017.12,73075.8709314224,0,1,6,0,0,2,23,1
19,2020.09,73075.8709314224,0,1,6,0,0,2,15,2
44,2019.09,73075.8709314224,0,1,6,0,1,2,33,1
33,2019.09,73075.8709314224,0,1,6,0,0,2,14,2
50,2014.09,73075.8709314224,0,1,6,0,1,2,13,1
69,2018.09,73075.8709314224,0,1,6,0,1,2,22,2
26,2020.12,73075.8709314224,0,1,6,0,0,2,1,1
56,2013.12,73075.8709314224,0,1,6,0,1,2,34,1
25,2020.12,73075.8709314224,0,1,6,0,0,2,24,2
35,2020.06,73075.8709314224,0,1,6,0,0,2,4,2
54,2016.06,73075.8709314224,0,1,6,0,1,2,16,1
60,2016.12,73075.8709314224,0,1,6,0,1,2,20,1
63,2020.06,73075.8709314224,0,1,6,0,1,2,18,2
3,2013.09,73075.8709314224,0,1,6,0,0,2,19,2
22,2018.09,73075.8709314224,0,1,6,0,0,2,26,1
60,2015.09,73075.8709314224,0,1,6,0,1,2,20,1
34,2016.09,73075.8709314224,0,1,6,0,0,2,4,1
25,2019.06,73075.8709314224,0,1,6,0,0,2,24,2
9,2012.06,73075.8709314224,0,1,6,0,0,2,8,2
25,2018.06,73075.8709314224,0,1,6,0,0,2,24,2
38,2011.09,73075.8709314224,0,1,6,0,0,2,31,1
17,2016.03,73075.8709314224,0,1,6,0,0,2,32,2
21,2013.06,73075.8709314224,0,1,6,0,0,2,11,2
54,2014.09,73075.8709314224,0,1,6,0,1,2,16,1
60,2013.12,73075.8709314224,0,1,6,0,1,2,20,1
49,2014.03,73075.8709314224,0,1,6,0,1,2,12,2
25,2013.09,73075.8709314224,0,1,6,0,0,2,24,2
31,2017.06,73075.8709314224,0,1,6,0,0,2,9,2
61,2020.12,73075.8709314224,0,1,6,0,1,2,20,2
49,2012.06,73075.8709314224,0,1,6,0,1,2,12,2
3,2017.03,73075.8709314224,0,1,6,0,0,2,19,2
5,2016.12,73075.8709314224,0,1,6,0,0,2,17,2
59,2019.09,73075.8709314224,0,1,6,0,1,2,30,2
9,2014.03,73075.8709314224,0,1,6,0,0,2,8,2
64,2018.03,73075.8709314224,0,1,6,0,1,2,35,1
8,2019.09,73075.8709314224,0,1,6,0,0,2,8,1
55,2012.03,73075.8709314224,0,1,6,0,1,2,16,2
0,2016.12,73075.8709314224,0,1,6,0,0,2,2,1
18,2013.09,73075.8709314224,0,1,6,0,0,2,15,1
29,2017.12,73075.8709314224,0,1,6,0,0,2,25,2
64,2013.12,73075.8709314224,0,1,6,0,1,2,35,1
22,2014.09,73075.8709314224,0,1,6,0,0,2,26,1
54,2018.06,73075.8709314224,0,1,6,0,1,2,16,1
0,2013.12,73075.8709314224,0,1,6,0,0,2,2,1
58,2017.09,73075.8709314224,0,1,6,0,1,2,30,1
55,2011.12,73075.8709314224,0,1,6,0,1,2,16,2
68,2017.12,73075.8709314224,0,1,6,0,1,2,22,1
47,2011.09,73075.8709314224,0,1,6,0,1,2,6,2
20,2014.09,73075.8709314224,0,1,6,0,0,2,11,1
33,2018.06,73075.8709314224,0,1,6,0,0,2,14,2
19,2014.09,73075.8709314224,0,1,6,0,0,2,15,2
16,2011.12,73075.8709314224,0,1,6,0,0,2,32,1
2,2015.06,73075.8709314224,0,1,6,0,0,2,19,1
54,2011.12,73075.8709314224,0,1,6,0,1,2,16,1
3,2014.06,73075.8709314224,0,1,6,0,0,2,19,2
43,2019.03,73075.8709314224,0,1,6,0,1,2,5,2
21,2017.06,73075.8709314224,0,1,6,0,0,2,11,2
8,2014.03,73075.8709314224,0,1,6,0,0,2,8,1
63,2011.12,73075.8709314224,0,1,6,0,1,2,18,2
47,2020.06,73075.8709314224,0,1,6,0,1,2,6,2
32,2020.06,73075.8709314224,0,1,6,0,0,2,14,1
42,2019.09,73075.8709314224,0,1,6,0,1,2,5,1
70,2017.03,73075.8709314224,0,1,6,0,1,2,28,1
0,2014.12,73075.8709314224,0,1,6,0,0,2,2,1
54,2018.12,73075.8709314224,0,1,6,0,1,2,16,1
24,2014.03,73075.8709314224,0,1,6,0,0,2,24,1
5,2016.06,73075.8709314224,0,1,6,0,0,2,17,2
5,2019.06,73075.8709314224,0,1,6,0,0,2,17,2
67,2020.12,73075.8709314224,0,1,6,0,1,2,7,2
30,2014.06,73075.8709314224,0,1,6,0,0,2,9,1
20,2017.09,73075.8709314224,0,1,6,0,0,2,11,1
51,2019.12,73075.8709314224,0,1,6,0,1,2,13,2
22,2012.12,73075.8709314224,0,1,6,0,0,2,26,1
47,2019.06,73075.8709314224,0,1,6,0,1,2,6,2
42,2016.06,73075.8709314224,0,1,6,0,1,2,5,1
13,2013.09,73075.8709314224,0,1,6,0,0,2,27,2
39,2017.06,73075.8709314224,0,1,6,0,0,2,31,2
47,2017.06,73075.8709314224,0,1,6,0,1,2,6,2
15,2014.06,73075.8709314224,0,1,6,0,0,2,0,2
5,2011.06,73075.8709314224,0,1,6,0,0,2,17,2
32,2018.09,73075.8709314224,0,1,6,0,0,2,14,1
7,2015.03,73075.8709314224,0,1,6,0,0,2,10,2
24,2014.12,73075.8709314224,0,1,6,0,0,2,24,1
68,2016.03,73075.8709314224,0,1,6,0,1,2,22,1
62,2012.09,73075.8709314224,0,1,6,0,1,2,18,1
69,2015.06,73075.8709314224,0,1,6,0,1,2,22,2
28,2018.06,73075.8709314224,0,1,6,0,0,2,25,1
52,2013.03,73075.8709314224,0,1,6,0,1,2,29,1
14,2012.03,73075.8709314224,0,1,6,0,0,2,0,1
4,2011.06,73075.8709314224,0,1,6,0,0,2,17,1
10,2018.09,73075.8709314224,0,1,6,0,0,2,36,1
23,2017.09,73075.8709314224,0,1,6,0,0,2,26,2
53,2014.06,73075.8709314224,0,1,6,0,1,2,29,2
12,2013.09,73075.8709314224,0,1,6,0,0,2,27,1
70,2016.12,73075.8709314224,0,1,6,0,1,2,28,1
43,2015.03,73075.8709314224,0,1,6,0,1,2,5,2
53,2017.09,73075.8709314224,0,1,6,0,1,2,29,2
69,2016.09,73075.8709314224,0,1,6,0,1,2,22,2
39,2011.12,73075.8709314224,0,1,6,0,0,2,31,2
37,2018.06,73075.8709314224,0,1,6,0,0,2,23,2
14,2013.03,73075.8709314224,0,1,6,0,0,2,0,1
30,2019.06,73075.8709314224,0,1,6,0,0,2,9,1
10,2011.06,73075.8709314224,0,1,6,0,0,2,36,1
14,2019.06,73075.8709314224,0,1,6,0,0,2,0,1
